what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1459843153666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843154477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843158283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843160015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843160999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843161779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843172122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1459843185647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843186115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843268389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1459843309729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843318013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843318185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843371771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843371958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1459843401239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1459843417385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843419273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843422611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1459843437322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843438118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843438398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1459843469833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843488724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843489114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1459843494933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843501018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843501018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843502126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843526190
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1459843527414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843529193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843531949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843534492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843535493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843536431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843537529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843538249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843539621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843540473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843541526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843541880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843543984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843545699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843548130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843549078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843552174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843554964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843557017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843562200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843571875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843572809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843574057
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459843574400
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1459843575040
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1459843575102
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1459843575134
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1459843575149
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1459843575149
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1459843575149
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1459843575149
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1459843575149
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1460008914877
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1460008914877
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1460008914877
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1460008914877
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1460008914877
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1460008914877
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1460008914877
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1460008914877
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1460008914877
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1460008914877
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1460008914877
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1460008914877
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1460008914877
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1460008914877
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1460008914877
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1460008914877
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1460008914877
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1460008914892
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1460008914892
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1460008914892
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1460008914892
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1460008914892
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1460008914892
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1460008914892
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1460008914892
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1460008914892
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1460008914892
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1460008914892
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1460008914892
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1460008914892
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1460008914892
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1460008914892
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1460008914892
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1460008914892
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1460008914892
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1460008914892
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1460008914892
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1460008914892
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1460008914892
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1460008914892
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1460008914892
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1460008914892
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1460008914892
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1460008914892
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1460008914892
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1460008914892
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1460008914892
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1460008914892
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1460008914892
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1460008914908
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1460008914908
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1460008914908
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1460008914908
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1460008914908
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1460008914908
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1460008914908
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1460008914908
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1460008914908
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1460008914908
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1460008914908
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1460008914908
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1460008914908
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1460008914908
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1460008914908
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1460008914908
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1460008914908
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1460008914908
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1460008914908
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1460008914908
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1460008914908
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1460008914908
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1460008914908
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1460008914908
